hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
manchester	578601744	.351136	.000309	.000880	1	3227	16	18162
manifestation	29447428	5.618181	.000309	.000055	1	3227	1	18162
manus	2886667320	5.618181	.000309	.000055	1	3227	1	18162
map	1387010761994682371	2.412987	.000929	.000385	3	3227	7	18162
march17	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
marchmadness	614600545	2.600000	.001859	.000715	6	3227	13	18162
marcorubles	940778288871542786	1.872727	.000309	.000165	1	3227	3	18162
marcos	45379403	2.815151	.000929	.000330	3	3227	6	18162
margiethreetoes	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
mariacaulfield	29447428	5.618181	.000309	.000055	1	3227	1	18162
marina	29447428	3.751515	.000619	.000165	2	3227	3	18162
marinelepen	578601744	1.872727	.000309	.000165	1	3227	3	18162
mariupol	578601744	1.095716	.013634	.012443	44	3227	226	18162
mariupolmrrrrrracre	578601744	.936363	.000309	.000330	1	3227	6	18162
marjorieharvey	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
marjorietaylorgreene	614600545	.330128	.000309	.000936	1	3227	17	18162
market	2886667320	5.618181	.000309	.000055	1	3227	1	18162
markets	29447428	5.618181	.000309	.000055	1	3227	1	18162
markmeadows	940778288871542786	1.404545	.000309	.000220	1	3227	4	18162
marmiteart	29447428	5.618181	.000309	.000055	1	3227	1	18162
martiallaw	45379403	5.618181	.000309	.000055	1	3227	1	18162
martinfreeman	29447428	5.618181	.000309	.000055	1	3227	1	18162
marxism	45379403	1.872727	.000309	.000165	1	3227	3	18162
maryjblige	1471037967926018051	5.630303	.000929	.000165	3	3227	3	18162
marymary	614600545	5.618181	.000309	.000055	1	3227	1	18162
mask	1387010761994682371	2.501513	.002479	.000991	8	3227	18	18162
maskcult	86010091	5.618181	.000309	.000055	1	3227	1	18162
maskedsingeruk	29447428	4.222727	.000929	.000220	3	3227	4	18162
maskequity	118166719	2.813636	.000619	.000220	2	3227	4	18162
maskingforafriend	45379403	.624242	.000309	.000495	1	3227	9	18162
maskless	86010091	5.627272	.000619	.000110	2	3227	2	18162
maskmandate	86010091	2.251453	.003098	.001376	10	3227	25	18162
maskmandates	302984766	2.047933	.001239	.000605	4	3227	11	18162
maskrat	118166719	5.618181	.000309	.000055	1	3227	1	18162
masks	118166719	.888145	.000929	.001046	3	3227	19	18162
masksinprimary	45379403	5.618181	.000309	.000055	1	3227	1	18162
maskson	302984766	5.618181	.000309	.000055	1	3227	1	18162
maskswork	302984766	.624242	.000309	.000495	1	3227	9	18162
maskup	45379403	.605078	.003098	.005120	10	3227	93	18162
mastercard	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
matrixresurrections	45379403	5.618181	.000309	.000055	1	3227	1	18162
mattarella	578601744	5.618181	.000309	.000055	1	3227	1	18162
mauripol	578601744	5.618181	.000309	.000055	1	3227	1	18162
maus	1308267623327518725	1.875757	.000619	.000330	2	3227	6	18162
mayday2022	45379403	5.627272	.000619	.000110	2	3227	2	18162
mazeltov	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
mb	45379403	5.618181	.000309	.000055	1	3227	1	18162
mcmworldwide	1471037967926018051	11.254545	.000619	.000055	2	3227	1	18162
md08	1921951394	5.618181	.000309	.000055	1	3227	1	18162
meanisnotfunny	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
mecfs	118166719	.179516	.000929	.005175	3	3227	94	18162
media	45379403	1.406818	.000619	.000440	2	3227	8	18162
mediaset	45379403	5.618181	.000309	.000055	1	3227	1	18162
medrxiv	118166719	5.618181	.000309	.000055	1	3227	1	18162
medtwitter	45379403	.198504	.000929	.004680	3	3227	85	18162
meetmeatthepier	29447428	5.627272	.000619	.000110	2	3227	2	18162
megantheestallion	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
meghanmarkle	29447428	2.809090	.000309	.000110	1	3227	2	18162
melanieshaw	1387010761994682371	3.872727	.003408	.000880	11	3227	16	18162
melbourne	29447428	1.123636	.000309	.000275	1	3227	5	18162
meldekhan	578601744	5.618181	.000309	.000055	1	3227	1	18162
melitopol	578601744	.888145	.000929	.001046	3	3227	19	18162
mentalhealth	302984766	.456062	.000929	.002037	3	3227	37	18162
mentalhealthweek	302984766	5.618181	.000309	.000055	1	3227	1	18162
mepoo	29447428	2.813636	.000619	.000220	2	3227	4	18162
mermaid	45379403	5.618181	.000309	.000055	1	3227	1	18162
merrickgarland	940778288871542786	.624242	.000309	.000495	1	3227	9	18162
met	45379403	2.809090	.000309	.000110	1	3227	2	18162
meterreadingday	29447428	5.627272	.000619	.000110	2	3227	2	18162
metoo	45379403	2.414285	.001859	.000770	6	3227	14	18162
metoolcp	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
mfs	2886667320	5.618181	.000309	.000055	1	3227	1	18162
mft4kids	45379403	1.872727	.000309	.000165	1	3227	3	18162
mft59	45379403	5.618181	.000309	.000055	1	3227	1	18162
mh370	29447428	5.618181	.000309	.000055	1	3227	1	18162
mi	302984766	5.618181	.000309	.000055	1	3227	1	18162
mi6rogue	1229752606714728454	7.241558	.002788	.000385	9	3227	7	18162
miami	614600545	5.618181	.000309	.000055	1	3227	1	18162
michigan	45379403	2.250909	.000619	.000275	2	3227	5	18162
middleeast	1308267623327518725	3.751515	.000619	.000165	2	3227	3	18162
midnightmoment	29447428	5.618181	.000309	.000055	1	3227	1	18162
migrant	45379403	3.751515	.000619	.000165	2	3227	3	18162
milakunis	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
mild	45379403	1.125454	.000619	.000550	2	3227	10	18162
military	578601744	1.875757	.000619	.000330	2	3227	6	18162
military_arms	578601744	5.618181	.000309	.000055	1	3227	1	18162
militaryspending	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
miltonkeynes	29447428	5.618181	.000309	.000055	1	3227	1	18162
minamata	45379403	3.378181	.000929	.000275	3	3227	5	18162
minamatafilm	45379403	2.809090	.000309	.000110	1	3227	2	18162
minions	614600545	5.618181	.000309	.000055	1	3227	1	18162
minneapolisteachers	45379403	5.618181	.000309	.000055	1	3227	1	18162
minsk	578601744	.936363	.000309	.000330	1	3227	6	18162
miriammargolyes	29447428	5.618181	.000309	.000055	1	3227	1	18162
missile	578601744	1.404545	.000309	.000220	1	3227	4	18162
missyelliott	1471037967926018051	1.123636	.000309	.000275	1	3227	5	18162
mitchplease	1921951394	.140554	.000619	.004404	2	3227	80	18162
mixedrace	45379403	5.618181	.000309	.000055	1	3227	1	18162
mkbirthday	29447428	5.627272	.000619	.000110	2	3227	2	18162
mlk	578601744	.244075	.000309	.001266	1	3227	23	18162
mlkday	1308267623327518725	.500201	.001239	.002477	4	3227	45	18162
mlkday2022	940778288871542786	1.123636	.000309	.000275	1	3227	5	18162
mma	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
mmmmmmans	614600545	5.630303	.000929	.000165	3	3227	3	18162
mmmmmmhelanebrameanhampshire	29447428	5.618181	.000309	.000055	1	3227	1	18162
moderna	2886667320	5.618181	.000309	.000055	1	3227	1	18162
modernart	45379403	5.618181	.000309	.000055	1	3227	1	18162
modi	45379403	5.618181	.000309	.000055	1	3227	1	18162
moldova	578601744	.591778	.000619	.001046	2	3227	19	18162
moment4life	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
mondaymotivation	29447428	.561818	.000309	.000550	1	3227	10	18162
moneysalve	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
mongolia	578601744	5.618181	.000309	.000055	1	3227	1	18162
monsanto	1387010761994682371	3.751515	.000619	.000165	2	3227	3	18162
montelupich	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
montreal	302984766	1.404545	.000309	.000220	1	3227	4	18162
moon	29447428	.802597	.000309	.000385	1	3227	7	18162
moonfall	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
moonknight	1921951394	1.872727	.000309	.000165	1	3227	3	18162
morawiecki	578601744	5.618181	.000309	.000055	1	3227	1	18162
morecambeandwise	29447428	1.872727	.000309	.000165	1	3227	3	18162
moroccan	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
morocco	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
morrison	2886667320	1.480879	.001549	.001046	5	3227	19	18162
morrisonfail	2886667320	.865734	.000619	.000715	2	3227	13	18162
morrow	614600545	5.618181	.000309	.000055	1	3227	1	18162
moscow	578601744	.760432	.001549	.002037	5	3227	37	18162
moscowmitch	1308267623327518725	.767134	.000929	.001211	3	3227	22	18162
moskva	578601744	.401298	.000309	.000770	1	3227	14	18162
mothersday	29447428	2.809090	.000309	.000110	1	3227	2	18162
motivation	302984766	1.123636	.000309	.000275	1	3227	5	18162
motorhomeforsale	29447428	5.618181	.000309	.000055	1	3227	1	18162
mp	1387010761994682371	2.813636	.000619	.000220	2	3227	4	18162
mri	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
mrna	29447428	1.404545	.000309	.000220	1	3227	4	18162
mrrrrrracre	578601744	2.809090	.000309	.000110	1	3227	2	18162
msf	578601744	5.618181	.000309	.000055	1	3227	1	18162
msjannie	614600545	5.618181	.000309	.000055	1	3227	1	18162
msm	2886667320	1.184512	.001239	.001046	4	3227	19	18162
msu	45379403	5.618181	.000309	.000055	1	3227	1	18162
mu5735	29447428	.936363	.000309	.000330	1	3227	6	18162
multiracial	45379403	5.618181	.000309	.000055	1	3227	1	18162
mumbai	45379403	5.618181	.000309	.000055	1	3227	1	18162
munich	45379403	5.627272	.000619	.000110	2	3227	2	18162
murder	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
murderer	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
music	302984766	1.689090	.000929	.000550	3	3227	10	18162
mussaffah	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
mustwatch	578601744	5.618181	.000309	.000055	1	3227	1	18162
my600lblife	614600545	5.008080	.002479	.000495	8	3227	9	18162
myalgicencephalomyelitis	118166719	1.872727	.000309	.000165	1	3227	3	18162
myanmar	578601744	2.250909	.000619	.000275	2	3227	5	18162
mybestfriendannefrank	45379403	5.618181	.000309	.000055	1	3227	1	18162
mydayinla	29447428	5.618181	.000309	.000055	1	3227	1	18162
myhighschoolwasweird	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
mykolaiv	578601744	.682268	.001239	.001816	4	3227	33	18162
mykolayiv	578601744	1.404545	.000309	.000220	1	3227	4	18162
myocarditis	29447428	.936363	.000309	.000330	1	3227	6	18162
myru	578601744	5.618181	.000309	.000055	1	3227	1	18162
myson	29447428	5.618181	.000309	.000055	1	3227	1	18162
n95	578601744	1.223538	.001549	.001266	5	3227	23	18162
n95s	118166719	1.872727	.000309	.000165	1	3227	3	18162
naacpimageawards	614600545	1.872727	.000309	.000165	1	3227	3	18162
nadal	302984766	4.222727	.000929	.000220	3	3227	4	18162
nadinedorries	29447428	1.404545	.000309	.000220	1	3227	4	18162
nagaland	578601744	5.618181	.000309	.000055	1	3227	1	18162
nakba	578601744	2.809090	.000309	.000110	1	3227	2	18162
name	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
namegate	1387010761994682371	3.218181	.001239	.000385	4	3227	7	18162
names	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
name组合	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
nantgarwheritage	29447428	5.618181	.000309	.000055	1	3227	1	18162
naomiosaka	302984766	5.618181	.000309	.000055	1	3227	1	18162
nationaldonatelifemonth	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
nationalequalpayday	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
nationalguard	45379403	5.618181	.000309	.000055	1	3227	1	18162
nationalism	45379403	2.813636	.000619	.000220	2	3227	4	18162
nationalparkweek	1921951394	2.809090	.000309	.000110	1	3227	2	18162
nationalpetday	614600545	.702272	.000309	.000440	1	3227	8	18162
nationalpuppyday	29447428	2.809090	.000309	.000110	1	3227	2	18162
nationalweatherpersonsday	29447428	5.618181	.000309	.000055	1	3227	1	18162
nato	45379403	1.103513	.009296	.008424	30	3227	153	18162
natogonzos	45379403	5.618181	.000309	.000055	1	3227	1	18162
naturallyinspiring	29447428	5.618181	.000309	.000055	1	3227	1	18162
nature	302984766	.691204	.002169	.003138	7	3227	57	18162
naturelovers	302984766	1.872727	.000309	.000165	1	3227	3	18162
naturephotography	29447428	.591778	.000619	.001046	2	3227	19	18162
nauru	2886667320	5.618181	.000309	.000055	1	3227	1	18162
naval	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
navalny	940778288871542786	1.872727	.000309	.000165	1	3227	3	18162
nazanin	29447428	1.404545	.000309	.000220	1	3227	4	18162
nazaninisfree	29447428	.936363	.000309	.000330	1	3227	6	18162
nazi	1387010761994682371	2.252727	.001239	.000550	4	3227	10	18162
nazis	1308267623327518725	1.123636	.000309	.000275	1	3227	5	18162
naziukraine	45379403	2.809090	.000309	.000110	1	3227	2	18162
nba75	614600545	3.378181	.000929	.000275	3	3227	5	18162
nbaallstar	614600545	.220441	.000619	.002808	2	3227	51	18162
nbacelebrow	614600545	5.618181	.000309	.000055	1	3227	1	18162
nbaplayoffs	614600545	2.503030	.001239	.000495	4	3227	9	18162
ndis	2886667320	.802597	.000309	.000385	1	3227	7	18162
nebraska	45379403	5.618181	.000309	.000055	1	3227	1	18162
neckandwrist	614600545	4.222727	.000929	.000220	3	3227	4	18162
nefarious	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
negev_summit	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
neighbours	29447428	5.618181	.000309	.000055	1	3227	1	18162
neil_brick	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
neilbrick	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
neilyoung	302984766	1.875757	.000619	.000330	2	3227	6	18162
nelsonmandela	302984766	5.618181	.000309	.000055	1	3227	1	18162
neonazis	45379403	1.872727	.000309	.000165	1	3227	3	18162
nepean	302984766	1.123636	.000309	.000275	1	3227	5	18162
netanyahu	45379403	5.618181	.000309	.000055	1	3227	1	18162
netflix	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
netzero	29447428	1.123636	.000309	.000275	1	3227	5	18162
neuroscience	45379403	.351136	.000309	.000880	1	3227	16	18162
neveragain	1308267623327518725	.255573	.000619	.002422	2	3227	44	18162
neverforgemmmmmm	29447428	5.618181	.000309	.000055	1	3227	1	18162
neverforget	1308267623327518725	.207940	.000309	.001486	1	3227	27	18162
neverisnow	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
nevervoteconservative	302984766	1.266121	.002788	.002202	9	3227	40	18162
nevrepoilievre	302984766	1.404545	.000309	.000220	1	3227	4	18162
new	118166719	1.299300	.000929	.000715	3	3227	13	18162
newbrighton	45379403	5.618181	.000309	.000055	1	3227	1	18162
newhaven	29447428	5.618181	.000309	.000055	1	3227	1	18162
newhusband	29447428	5.632727	.001549	.000275	5	3227	5	18162
newmarketaurora	302984766	5.618181	.000309	.000055	1	3227	1	18162
news	29447428	.496260	.000929	.001872	3	3227	34	18162
newsalert	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
newscaster	29447428	5.618181	.000309	.000055	1	3227	1	18162
newscorpse	2886667320	.702272	.000309	.000440	1	3227	8	18162
newsnight	45379403	.112241	.000309	.002753	1	3227	50	18162
newsouthwales	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
newspoll	2886667320	.561818	.000309	.000550	1	3227	10	18162
newyork	578601744	.401687	.000619	.001541	2	3227	28	18162
newyorkcity	29447428	.936363	.000309	.000330	1	3227	6	18162
newyorktimes	45379403	2.809090	.000309	.000110	1	3227	2	18162
newzealand	45379403	1.123636	.000309	.000275	1	3227	5	18162
nffc	45379403	5.618181	.000309	.000055	1	3227	1	18162
nfl	614600545	1.250252	.001239	.000991	4	3227	18	18162
nflcombine	614600545	5.627272	.000619	.000110	2	3227	2	18162
nfldraft	614600545	4.503633	.006197	.001376	20	3227	25	18162
nfldraft2022	614600545	5.618181	.000309	.000055	1	3227	1	18162
nflhonors	614600545	4.023376	.001549	.000385	5	3227	7	18162
nflplayoffs	614600545	5.120661	.003098	.000605	10	3227	11	18162
nfltwitter	614600545	5.618181	.000309	.000055	1	3227	1	18162
nfluk	614600545	5.618181	.000309	.000055	1	3227	1	18162
nhl	302984766	5.618181	.000309	.000055	1	3227	1	18162
nhlca	302984766	5.618181	.000309	.000055	1	3227	1	18162
nhlgenderequality	302984766	5.618181	.000309	.000055	1	3227	1	18162
nhlonsn	302984766	5.618181	.000309	.000055	1	3227	1	18162
nhs	45379403	.964711	.003718	.003854	12	3227	70	18162
nhs100k	29447428	2.809090	.000309	.000110	1	3227	2	18162
nhsprivatisation	45379403	1.875757	.000619	.000330	2	3227	6	18162
niagara	302984766	5.618181	.000309	.000055	1	3227	1	18162
nickicarpool	1471037967926018051	1.872727	.000309	.000165	1	3227	3	18162
nickiminaj	1471037967926018051	4.828571	.003718	.000770	12	3227	14	18162
nightwatch	614600545	5.627272	.000619	.000110	2	3227	2	18162
nikolaev	578601744	2.809090	.000309	.000110	1	3227	2	18162
ninergang	614600545	2.809090	.000309	.000110	1	3227	2	18162
niners	614600545	5.618181	.000309	.000055	1	3227	1	18162
nipseyhussle	614600545	5.618181	.000309	.000055	1	3227	1	18162
no10spoons	29447428	5.618181	.000309	.000055	1	3227	1	18162
noddyholder	29447428	5.618181	.000309	.000055	1	3227	1	18162
noescalation	45379403	5.618181	.000309	.000055	1	3227	1	18162
nofilter	29447428	3.751515	.000619	.000165	2	3227	3	18162
nofilters	29447428	5.618181	.000309	.000055	1	3227	1	18162
noflyzone	1921951394	.803633	.000929	.001156	3	3227	21	18162
nofrauds	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
noknockwarrant	614600545	5.618181	.000309	.000055	1	3227	1	18162
noknockwarrants	614600545	2.809090	.000309	.000110	1	3227	2	18162
nolanlive	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
nomasksinclrrrrrr	45379403	.802597	.000309	.000385	1	3227	7	18162
nomoremandates	86010091	5.618181	.000309	.000055	1	3227	1	18162
nomoreparties	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
nonukes	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
nope	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
normalizationofdeviance	118166719	5.618181	.000309	.000055	1	3227	1	18162
northernlights	29447428	1.689090	.000929	.000550	3	3227	10	18162
northernvirginia	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
norway	29447428	.802597	.000309	.000385	1	3227	7	18162
nosanctions	45379403	5.618181	.000309	.000055	1	3227	1	18162
notheard	302984766	5.618181	.000309	.000055	1	3227	1	18162
notinmyname	45379403	.936363	.000309	.000330	1	3227	6	18162
notoneseat	302984766	5.618181	.000309	.000055	1	3227	1	18162
notonukes	45379403	5.618181	.000309	.000055	1	3227	1	18162
notowar	45379403	2.369980	.002479	.001046	8	3227	19	18162
notowarwithrussia	45379403	2.809090	.000309	.000110	1	3227	2	18162
notowarwithukraine	45379403	1.872727	.000309	.000165	1	3227	3	18162
notoworldwar3	45379403	5.618181	.000309	.000055	1	3227	1	18162
notozahawi	45379403	1.406818	.000619	.000440	2	3227	8	18162
nottingham	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
notwithstandingclause	302984766	5.618181	.000309	.000055	1	3227	1	18162
novaccinemandate	29447428	2.809090	.000309	.000110	1	3227	2	18162
novak_djokovic	45379403	2.809090	.000309	.000110	1	3227	2	18162
novakdjokovic	29447428	2.111363	.000929	.000440	3	3227	8	18162
novavax	118166719	2.809090	.000309	.000110	1	3227	2	18162
nowar	45379403	1.439704	.006817	.004735	22	3227	86	18162
nowaragainstrussia	45379403	5.618181	.000309	.000055	1	3227	1	18162
nowarbutclrrrrrrwar	45379403	4.222727	.000929	.000220	3	3227	4	18162
nowarinukraine	45379403	1.791081	.002169	.001211	7	3227	22	18162
nowarwithrussia	45379403	1.534984	.007437	.004845	24	3227	88	18162
nowruz	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
nowwatching	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
npc	2886667320	.374545	.000309	.000825	1	3227	15	18162
nspoli	118166719	1.872727	.000309	.000165	1	3227	3	18162
nsw	45379403	1.123636	.000309	.000275	1	3227	5	18162
nswfloods	2886667320	.511147	.000619	.001211	2	3227	22	18162
nswpol	2886667320	.234292	.000619	.002642	2	3227	48	18162
nswpolice	2886667320	5.618181	.000309	.000055	1	3227	1	18162
nuclear	45379403	1.641937	.002169	.001321	7	3227	24	18162
nuclearchicken	45379403	2.809090	.000309	.000110	1	3227	2	18162
nuclearenergy	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
nuclearplant	45379403	5.618181	.000309	.000055	1	3227	1	18162
nuclearwar	45379403	1.172596	.001549	.001321	5	3227	24	18162
number10	29447428	5.618181	.000309	.000055	1	3227	1	18162
nurses	45379403	1.877272	.001239	.000660	4	3227	12	18162
nyc	45379403	.847972	.003408	.004019	11	3227	73	18162
nycparents	45379403	5.618181	.000309	.000055	1	3227	1	18162
nycschools	45379403	.802597	.000309	.000385	1	3227	7	18162
nycteachers	45379403	1.250505	.000619	.000495	2	3227	9	18162
nye	29447428	4.505454	.001239	.000275	4	3227	5	18162
nypd	1921951394	2.813636	.000619	.000220	2	3227	4	18162
nyt	45379403	5.618181	.000309	.000055	1	3227	1	18162
nytimes	45379403	3.899300	.002788	.000715	9	3227	13	18162
nyu	45379403	1.501818	.001239	.000825	4	3227	15	18162
o2	29447428	5.618181	.000309	.000055	1	3227	1	18162
o2arena	29447428	5.627272	.000619	.000110	2	3227	2	18162
oakland	45379403	.750303	.000619	.000825	2	3227	15	18162
obesity	29447428	1.872727	.000309	.000165	1	3227	3	18162
ocean	29447428	2.813636	.000619	.000220	2	3227	4	18162
octa	45379403	5.618181	.000309	.000055	1	3227	1	18162
octastrike	45379403	5.618181	.000309	.000055	1	3227	1	18162
octoberrevolution	45379403	5.618181	.000309	.000055	1	3227	1	18162
odessa	578601744	1.535537	.000929	.000605	3	3227	11	18162
odsp	302984766	1.123636	.000309	.000275	1	3227	5	18162
offtheeleash	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
oilcompanies	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
oldbbcbuilding	29447428	5.618181	.000309	.000055	1	3227	1	18162
oldfirm	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
olympia	45379403	2.809090	.000309	.000110	1	3227	2	18162
olympia2022	45379403	5.618181	.000309	.000055	1	3227	1	18162
olympic	1308267623327518725	1.872727	.000309	.000165	1	3227	3	18162
olympicgames	45379403	2.809090	.000309	.000110	1	3227	2	18162
olympics	45379403	1.323717	.001239	.000936	4	3227	17	18162
olympics2022	45379403	1.123636	.000309	.000275	1	3227	5	18162
olympischespelen	45379403	5.618181	.000309	.000055	1	3227	1	18162
omicron	45379403	1.181009	.025100	.021253	81	3227	386	18162
omicronba2	118166719	2.809090	.000309	.000110	1	3227	2	18162
omicronvariant	45379403	2.047068	.002479	.001211	8	3227	22	18162
omicronvarient	45379403	1.875757	.000619	.000330	2	3227	6	18162
omicronvirus	2886667320	1.872727	.000309	.000165	1	3227	3	18162
omikron	45379403	1.872727	.000309	.000165	1	3227	3	18162
omnicron	1229752606714728454	2.809090	.000309	.000110	1	3227	2	18162
omnicronvariant	45379403	5.618181	.000309	.000055	1	3227	1	18162
omsk	578601744	5.618181	.000309	.000055	1	3227	1	18162
onemoretime	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
onepride	614600545	5.618181	.000309	.000055	1	3227	1	18162
oneringtorulethemall	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
onetoone	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
onev1	940778288871542786	.057865	.000309	.005340	1	3227	97	18162
onhealth	302984766	.482096	.000929	.001927	3	3227	35	18162
onlinelecture	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
only	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
onlythebestpeople	578601744	5.618181	.000309	.000055	1	3227	1	18162
onpoli	302984766	.509962	.008676	.017013	28	3227	309	18162
onstorm	302984766	1.406818	.000619	.000440	2	3227	8	18162
ontario	302984766	2.374680	.008366	.003523	27	3227	64	18162
onted	302984766	.959339	.004648	.004845	15	3227	88	18162
onthisday	45379403	1.223538	.001549	.001266	5	3227	23	18162
ontpoli	302984766	1.875757	.000619	.000330	2	3227	6	18162
oott	578601744	.076884	.000309	.004019	1	3227	73	18162
opcw	45379403	5.618181	.000309	.000055	1	3227	1	18162
openingday	614600545	.802597	.000309	.000385	1	3227	7	18162
opera	45379403	5.618181	.000309	.000055	1	3227	1	18162
operationexodus	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
operationn95outreach	118166719	5.618181	.000309	.000055	1	3227	1	18162
opinion	302984766	1.123636	.000309	.000275	1	3227	5	18162
oprussia	940778288871542786	.261512	.000619	.002367	2	3227	43	18162
or05	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
orderpaper	29447428	5.618181	.000309	.000055	1	3227	1	18162
organdonor	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
organic	29447428	3.751515	.000619	.000165	2	3227	3	18162
organised	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
organisedcrime	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
organizedcrime	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
original	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
originofcovid	1229752606714728454	5.618181	.000309	.000055	1	3227	1	18162
origins	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
oscar	614600545	.936363	.000309	.000330	1	3227	6	18162
oscars	29447428	1.578000	.009296	.005891	30	3227	107	18162
oscars2022	45379403	1.407954	.001239	.000880	4	3227	16	18162
osint	578601744	.468181	.000309	.000660	1	3227	12	18162
ostp	118166719	5.618181	.000309	.000055	1	3227	1	18162
osu	614600545	5.618181	.000309	.000055	1	3227	1	18162
otd	1308267623327518725	.539686	.002169	.004019	7	3227	73	18162
ottawa	302984766	1.448840	.008057	.005561	26	3227	101	18162
ottawalove	86010091	5.618181	.000309	.000055	1	3227	1	18162
ottawaoccupation	302984766	.502432	.001549	.003083	5	3227	56	18162
ottawaoccupied	302984766	.511147	.000619	.001211	2	3227	22	18162
ottawaseige	118166719	.702272	.000309	.000440	1	3227	8	18162
ottcity	118166719	.936363	.000309	.000330	1	3227	6	18162
ottnews	86010091	.374924	.000619	.001651	2	3227	30	18162
ottosquad	1471037967926018051	4.222727	.000929	.000220	3	3227	4	18162
ottpoli	118166719	5.618181	.000309	.000055	1	3227	1	18162
ousd	45379403	1.872727	.000309	.000165	1	3227	3	18162
out	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
overthrowputin	45379403	2.809090	.000309	.000110	1	3227	2	18162
oz	2886667320	2.809090	.000309	.000110	1	3227	2	18162
pachinko	1921951394	5.618181	.000309	.000055	1	3227	1	18162
pacificpark	29447428	5.618181	.000309	.000055	1	3227	1	18162
packers	614600545	1.872727	.000309	.000165	1	3227	3	18162
pacpark	29447428	5.618181	.000309	.000055	1	3227	1	18162
paignton	29447428	5.627272	.000619	.000110	2	3227	2	18162
painting	45379403	1.123636	.000309	.000275	1	3227	5	18162
pakistan	45379403	1.406818	.000619	.000440	2	3227	8	18162
palaeolithic	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
